f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,label
0.0,0.0,0.0,-0.2507554931390232,-0.2369712444701636,-0.010258561251319766,-0.3826053239542794,-0.4530609567943242,-0.052634215937725985,-0.44999910238150964,-0.6508501217189955,-0.047320909340608626,-0.4119501739247667,-0.8409489373903568,-0.02342420503616766,-0.17913242297432447,-0.6280066062942327,-0.40537080181006985,-0.1846732316069464,-0.9279110786706839,-0.29496931098651363,-0.18978049982775733,-0.9755877851318139,-0.06073327675070582,-0.18776785814340907,-0.9490867251916194,0.11917375532600846,5.2528415458038115e-17,-0.6083586863956525,-0.32058504529546294,-0.0012572014980540183,-0.9686367131912392,-0.22837434830282796,-0.04250157784436368,-0.9987464047243096,0.026443050712896224,-0.06957230053455413,-0.9555183177419636,0.21947496000423555,0.14563082007432357,-0.5742801796024198,-0.19396333361702725,0.14249464770829798,-0.874024073343727,-0.07947892265449796,0.07993279806560168,-0.8970084243540817,0.13452451042518151,0.025799727841681677,-0.8758029119665847,0.2758792249180476,0.25540200139717556,-0.5475621397223567,-0.05759685682566699,0.22704151443991683,-0.7438948206604462,0.046605227783207186,0.17011361452422907,-0.79375537207671,0.16692130428076588,0.12631197732324617,-0.7878162587312005,0.25852927796597003,0
0.0,0.0,0.0,-0.2489923832834823,-0.24249237192395945,0.006354266257231366,-0.3767771294558367,-0.4585129639077937,-0.03170493602548924,-0.44149191849263003,-0.6544532020081593,-0.0263130888470268,-0.40411415192555356,-0.8434853827317443,-0.003513660638086382,-0.17733393761850175,-0.6309844785235995,-0.3881175987534231,-0.18091660703144474,-0.9274634641359677,-0.2758959314284383,-0.18502191009506605,-0.9746591809499372,-0.04379193533704848,-0.18198867409655323,-0.9480710051900114,0.1343804246518659,1.7407099358597647e-17,-0.6069205407855544,-0.31243090587098843,0.002419092378740664,-0.9644528774875145,-0.21642360451002252,-0.03503810875436735,-0.998679478808656,0.03757165875215284,-0.06104534723058929,-0.9594421005058441,0.22885517948901216,0.14669980370044364,-0.5707375854436686,-0.19403947827451773,0.1474633192607079,-0.8706223837979629,-0.07248122938016985,0.08718311410549662,-0.8935098226989182,0.14419113409234724,0.03438295433593612,-0.8723132273035762,0.28528398109838465,0.25984372381525006,-0.5431348320969455,-0.0651646177294214,0.23453282261009767,-0.7381544028083098,0.046785228611971263,0.17738577221494162,-0.786135900615923,0.17175586612684385,0.13472332897532105,-0.7799074045016734,0.2652585982236021,0
0.0,0.0,0.0,-0.24532357025824067,-0.26037353729093055,0.031351641086907744,-0.3627002707263664,-0.4797759269000749,-0.00423199099653711,-0.4267676480170083,-0.6751455870088209,-0.0005738656351022422,-0.3904597506396973,-0.8631225466873457,0.016835941020940746,-0.18091099803735344,-0.6428986766423171,-0.38649022461897825,-0.1722514388719512,-0.9333960388645257,-0.27088838896851214,-0.17106809364322,-0.9845774826572952,-0.03664543602548843,-0.16544606156812153,-0.961276170894687,0.14323124201287557,2.2093781402011055e-17,-0.6129219281609384,-0.32235083512174395,0.01025637110169964,-0.9633511824437468,-0.20957247750444571,-0.023417025093174528,-0.9945610334270347,0.05946430115504786,-0.051029780038901636,-0.9551939806883293,0.2566880379275896,0.1536569607604468,-0.574110699929391,-0.2133491293994869,0.15602974410489992,-0.8696036434603723,-0.06767206909988441,0.10236458662410466,-0.8804795258820137,0.16217222846306947,0.05219284682213091,-0.8550163889526806,0.3043287715179255,0.27386968473812345,-0.542605184402671,-0.09284899489811216,0.25087238486827507,-0.7312063394394961,0.04239269723728139,0.19899916731562486,-0.7681063745872729,0.17995178803115822,0.1569214249868373,-0.7541871371971288,0.2769386607533854,0
0.0,0.0,0.0,-0.2261468626639961,-0.27204234558968665,0.027014376155577578,-0.34165374766721757,-0.47420274549722996,-0.032286627624594284,-0.4059845792742051,-0.6636781735943189,-0.052980581251801856,-0.36446655553806495,-0.8546329879348326,-0.06275728633153309,-0.1811977024341961,-0.6339541587995239,-0.43624756166265255,-0.16036145197757365,-0.9324916424909966,-0.32364106878467636,-0.1627652391930938,-0.9762359045854727,-0.08296761490846943,-0.16354182494647843,-0.947183868933392,0.09925281797146479,-2.0549505996468566e-17,-0.6022492866452132,-0.3835616079550748,0.01842706622323819,-0.9606383817233647,-0.2701339732022639,-0.011780956002660221,-0.9874908472590521,0.006812284568941549,-0.04885132400250097,-0.9412562658691317,0.20305621187620035,0.1523950829758168,-0.562601101046557,-0.28439456386307643,0.1633494681849158,-0.8585401856237695,-0.13702563605481213,0.11138875823522265,-0.8474107908500698,0.09461491911279052,0.058817568998076136,-0.8069344347292305,0.22878318479567875,0.2808094905080903,-0.5319052681717917,-0.1736009096100478,0.25782362570100203,-0.7256018066351498,-0.044551002127146334,0.20662638521176468,-0.7459141344077805,0.0913960446846007,0.1586683499774328,-0.7208985413336355,0.18203022455528595,0
0.0,0.0,0.0,-0.21441246897568458,-0.28454823469869167,0.08257376785478582,-0.31866099847934326,-0.48071314391444225,0.04565139160021486,-0.3717335574681863,-0.675665030419344,0.032482725087365126,-0.3247065026665395,-0.8641030057531578,0.02897655071597511,-0.18410555426685324,-0.6383424403950452,-0.3624142287775457,-0.15672958194866424,-0.945393116309973,-0.24636931949723814,-0.15042051077822513,-0.9561839218632239,-0.003015714543136536,-0.14138477379968012,-0.9024130100263565,0.18083733714763173,-3.490658121798102e-17,-0.6011383441075929,-0.34581703972254263,0.0269425183583814,-0.9721258890129408,-0.23290632583789514,0.0027982437106132737,-0.9596545559020411,0.05004060812400822,-0.02207847054389831,-0.8819058444328651,0.2527410853478906,0.15592770645068546,-0.5514537904523688,-0.2829610470987945,0.18690595266020094,-0.8652435802813957,-0.14233109512136066,0.14675297880197669,-0.8290604182123326,0.09960432575817922,0.11013061565103387,-0.7687469153848012,0.24464678980817736,0.29187558936271585,-0.5076582603394194,-0.2041276472289403,0.27775245355475864,-0.7116405223597883,-0.07596233166707742,0.23736220519086199,-0.7119447057980126,0.0700442596803882,0.20646142508381432,-0.6650101048340606,0.16973697476614508,0
0.0,0.0,0.0,-0.2048322933882009,-0.29844587137828626,0.1041541982562066,-0.2958659837542174,-0.4936199414413689,0.07649744435889233,-0.34316528207438657,-0.6767994888369778,0.0707029755772512,-0.29668540210189454,-0.8577636946088955,0.07181429789971648,-0.1797873527925028,-0.6347672089010676,-0.3672062757185967,-0.15589865842250925,-0.9437415047978893,-0.2392749626784761,-0.15791476137288138,-0.953159060032888,0.01367743509025991,-0.14832234070995476,-0.9018160246704366,0.20055546586284828,1.0418724494308344e-16,-0.5938375839412964,-0.364449358189209,0.02937175825484532,-0.9693044395875469,-0.2441028537581861,0.0015277380960508542,-0.9505694942369823,0.04361910860241136,-0.02047396494377722,-0.8712152561269219,0.2448895055300883,0.15786408146221842,-0.5447954653057222,-0.3116240038507561,0.1936822188185987,-0.8617092406427422,-0.16131493496249577,0.1492546840734795,-0.8161376349909802,0.08374856450332607,0.11450944413906222,-0.7514934925834714,0.2242623572286197,0.2970994303603138,-0.5051431795173175,-0.24115992814870163,0.2882800632990112,-0.710870305477799,-0.10527984409852656,0.2436860000828501,-0.6971143768987832,0.044078998750923734,0.21398813203916192,-0.638423982759265,0.1412273158235346,0
0.0,0.0,0.0,-0.20050872881359597,-0.3201048032230209,0.1603354988908669,-0.282489218646953,-0.5265169284780127,0.16606835552657007,-0.3186081651475854,-0.7075472040477411,0.18310637980629701,-0.2740217809100338,-0.8781946927797931,0.20581273437423622,-0.17796133119607768,-0.6712239045915992,-0.2994427165583484,-0.14690259294586427,-0.9658095467263152,-0.16054382769514725,-0.12345060333802495,-0.9778685116666731,0.10429277591934746,-0.10972903751631288,-0.923710702522001,0.3043556851853172,-1.1513247499894239e-17,-0.6169291393635487,-0.31901502121089104,0.04768821372688445,-0.9806762082753618,-0.18973668278484804,0.041777463806806664,-0.9700699824341369,0.11276877256475826,0.025210934427654482,-0.9010570666059483,0.3314494462619647,0.16359202745645285,-0.5538047253953848,-0.2875265114862654,0.22469582168625,-0.8617479429340243,-0.13444196354502413,0.19982044538760338,-0.8346052184270759,0.12456478271732367,0.16396996836418282,-0.7858557678631263,0.2825371828461288,0.31037540747260856,-0.5002239479845536,-0.23434313558152517,0.3450733074486295,-0.7020435114758268,-0.1023165946724202,0.3101803372240778,-0.7095435287270768,0.050998609493443633,0.27354078384792463,-0.6686875196994053,0.15895373561144316,0
0.0,0.0,0.0,-0.18166761053438601,-0.3177297852675175,0.17444775232974435,-0.25001345520560236,-0.522901127751947,0.1769290793580988,-0.2669800485954081,-0.6981399213567175,0.1861544445507745,-0.2149712820344886,-0.8583044525182352,0.2021991541078689,-0.16923400946006623,-0.6439349138889311,-0.3139166592873454,-0.14754646921315495,-0.9380819281094248,-0.19329792137593735,-0.12031450955695996,-0.9452952807566951,0.06491997420231636,-0.10047988601786635,-0.8899135028182227,0.26137311038915717,1.776765939802263e-17,-0.5968731090855922,-0.35547194510523744,0.05172577325723013,-0.9657814857199297,-0.25414674151274597,0.04851043591487283,-0.9525839152027336,0.03546550860440868,0.039308171142583025,-0.8795806899414819,0.24798011120435087,0.167368016357704,-0.5354022435772812,-0.3425403497066954,0.2337587089882922,-0.8442583186945878,-0.21024614589110532,0.2060780549798496,-0.8069677750065196,0.05616021350820675,0.1716990660156649,-0.7389423909740245,0.2223670498282416,0.31674398106822427,-0.47470019788894113,-0.3075401619859423,0.3711044801205245,-0.6805967630068345,-0.18465874258838427,0.3274987511698175,-0.668861705654107,-0.017608800312768416,0.2826936601712446,-0.6059261450301621,0.10340361333112334,0
0.0,0.0,0.0,-0.1607608705693599,-0.33523965348724616,0.22527145784972752,-0.2119828151906699,-0.5340400118668186,0.25216818466099034,-0.2157086420900305,-0.6951557828235354,0.2782027450185457,-0.1730179622710537,-0.8405142928122077,0.31018164713712215,-0.15911098963831433,-0.6641355956490261,-0.2943490528810906,-0.12450288106891425,-0.9491725879141799,-0.18284713413739967,-0.087329861029179,-0.9460101129110636,0.08021640778195062,-0.06580695532441144,-0.8802810831234885,0.28569546633911225,4.5136453792840376e-17,-0.5990397167448653,-0.3584055276366184,0.07715725863806668,-0.9571461694906725,-0.2791379008103182,0.08494440401207658,-0.9494915840464495,0.016989949872569028,0.07726854400867032,-0.8818437692027712,0.24330521550446735,0.16430824856364543,-0.5239305849225945,-0.3640948509128684,0.25884295625719667,-0.8231627237720481,-0.2560268444393636,0.2435984299951628,-0.8050262959130646,0.018480648889809295,0.20725095036498611,-0.7467687741557835,0.20207742516728452,0.3155534499266638,-0.45217977615374505,-0.3418860134037323,0.3951603616737173,-0.6600317758608926,-0.24404067860388412,0.3661910289073344,-0.6750263990629222,-0.0819053496468299,0.3225475718974705,-0.6358695570985615,0.04512053468320631,0
0.0,0.0,0.0,-0.10446847507688437,-0.34640029191736144,0.24814105028571387,-0.10984471951646717,-0.5383578667812206,0.2635062153081568,-0.06519484460503869,-0.6916882331708805,0.2700608198640608,0.0019736389595209148,-0.8451837593946413,0.279859228615481,-0.1460937042391388,-0.6671913728036543,-0.30906075651233644,-0.10630355221552047,-0.9457252072219754,-0.22627960239316455,-0.039756894715317743,-0.9407564589429896,0.014533871635787373,-0.0077628358147787905,-0.8655816541420893,0.2099626494082542,5.836980347133976e-17,-0.5874450524479844,-0.3992747196925415,0.08633139565512615,-0.9387451923425995,-0.33362307171101646,0.12217634034864358,-0.9210966510275181,-0.04165784538503576,0.11937171816324203,-0.8428040105090805,0.18162999889590808,0.16495764506100413,-0.5076343144068325,-0.4310581872785209,0.27774038255810946,-0.8015866950643687,-0.32775697888469546,0.2786773911124478,-0.7754300011188736,-0.04902874449247783,0.24141169392826917,-0.7111753182806964,0.13636629547913848,0.32440243750048736,-0.43432302855217036,-0.43398056551256176,0.4215248602985935,-0.645047621456859,-0.32676277989553826,0.4054540590131702,-0.6567874128227377,-0.15070250647310268,0.35913800532852297,-0.6141588438044657,-0.0156595446425055,0
